,0,1,2
great,1,0,0
greater,1,1,0
ground,3,0,0
group,9,2,0
growing,0,1,0
grønsvik,0,0,1
guatemala,1,0,0
ha,7,10,2
habit,2,0,0
habitable,0,0,1
hadza,5,0,0
half,0,1,0
hand,1,0,0
haraldsson,0,0,1
harbour,0,0,1
hard,0,4,2
harder,0,1,0
hardly,1,0,0
headed,0,0,1
health,1,1,0
heard,1,0,0
heart,0,0,1
height,0,0,1
helgeland,0,0,1
helgelandsbrua,0,0,1
help,3,2,0
helping,0,1,0
henrik,0,0,1
hidden,0,0,1
hide,0,0,1
high,0,2,2
higher,0,1,2
highest,0,1,0
hill,0,0,1
historian,0,0,1
hollingdale,0,7,0
home,0,6,0
honour,1,0,0
hope,0,1,0
horizon,0,0,4
horizontal,0,0,1
hour,18,7,1
house,1,0,1
household,0,1,0
however,2,4,1
hugged,0,0,2
human,25,0,3
hunched,0,0,1
hustle,0,2,0
hybrid,0,1,0
hypervigilance,1,0,0
hypothesis,1,0,0
ibsen,0,0,1
ice,0,0,2
icecap,0,0,1
identity,0,0,1
ignore,0,1,0
iii,0,0,1
imagine,0,0,1
imago,1,0,0
immune,1,0,0
impact,0,1,0
important,2,0,0
impossible,0,0,4
improvement,0,1,0
inability,0,1,0
including,1,1,0
income,0,2,0
increased,0,2,0
increasing,0,2,0
increasingly,0,1,2
indeed,0,1,0
independent,0,0,1
index,0,1,0
industry,0,1,0
inevitable,0,1,0
inflation,0,1,0
influencing,1,0,0
information,2,0,0
infrequent,1,0,0
ingenuity,0,0,2
inhabited,0,0,1
inhospitable,0,0,1
inland,0,0,1
insomnia,1,0,0
instability,0,2,0
institute,1,0,0
integrate,0,1,0
intended,0,1,0
intensified,0,1,0
intensifying,0,1,0
interesting,1,0,0
involve,0,0,1
ireland,1,0,0
isabella,1,0,0
island,0,0,3
isolated,1,0,0
isolation,0,1,0
jaded,0,1,0
jagged,0,0,1
jektvik,0,0,1
job,0,10,0
joined,0,0,1
joking,0,0,1
joost,0,0,4
jotunheimen,0,0,1
journey,1,0,6
juggling,0,2,0
june,0,0,1
keep,0,2,0
keeping,1,1,0
kept,2,0,0
key,2,1,0
kid,0,1,0
kilboghamn,0,0,1
killed,0,0,1
kilometre,0,0,1
kim,0,1,0
kind,1,3,0
king,0,0,1
knew,0,1,2
know,1,2,0
knowledge,0,0,1
known,2,2,1
kystriksveien,0,0,9
laboratory,2,0,0
lack,0,1,0
laid,1,0,0
lake,0,0,1
land,1,0,4
landscape,0,0,2
lapped,0,0,1
larger,1,0,0
largest,0,0,2
larsen,0,0,4
last,0,0,2
late,0,5,0
later,0,1,2
latest,0,1,0
lay,0,0,2
layer,1,0,0
le,7,2,0
lead,0,1,0
leader,0,0,1
leafy,1,0,0
learn,1,0,0
least,3,2,0
leaving,0,0,1
led,2,1,0
left,0,0,1
legend,0,0,1
lemur,2,0,0
licensed,0,1,0
life,0,4,0
light,3,0,0
like,3,9,14
likely,3,1,0
line,1,0,3
linger,1,0,0
link,0,1,0
linked,0,2,0
lion,1,0,0
literary,0,0,1
little,0,1,1
live,3,0,0
lived,1,0,0
living,0,1,0
loaded,0,0,1
local,0,0,1
log,0,1,0
long,0,2,2
longer,0,1,0
longest,0,0,1
look,0,0,1
looking,0,0,2
lookout,1,0,0
loomed,0,0,1
lopping,1,0,0
los,1,0,0
lost,1,1,0
lot,4,3,0
låvong,0,0,1
madagascar,2,0,0
made,1,1,2
maelstrom,0,0,1
mainland,0,0,2
maintain,0,1,0
maintaining,1,0,0
make,2,3,1
making,0,1,0
mammal,1,0,0
manager,0,1,0
manicured,0,0,1
mantra,0,0,1
many,0,3,1
map,0,0,1
march,0,1,0
marked,0,0,1
marking,0,0,1
mass,1,0,0
match,1,0,0
matt,0,7,0
max,1,0,0
may,10,1,0
maybe,2,0,0
meadow,0,0,1
meal,1,0,0
mean,1,2,0
meandered,0,0,1
meaningless,0,1,0
meant,1,0,2
measured,1,0,0
median,0,2,0
medieval,1,0,1
medium,0,2,0
member,1,0,0
memory,1,0,0
mental,0,1,0
mentor,0,1,0
mesh,0,1,0
message,0,1,0
metre,0,0,2
mette,0,0,1
microsoft,0,1,0
midnight,0,3,0
might,6,3,0
milestone,0,1,0
millennials,0,6,0
million,1,0,1
minute,0,0,2
miracle,0,0,1
mismatch,1,0,0
missing,1,1,0
mississauga,1,0,0
model,1,0,0
modern,0,0,1
money,0,1,0
monkey,3,0,0
morning,2,1,0
mother,1,0,0
motivation,0,1,0
mount,0,0,1
mountain,0,0,10
move,1,0,0
movement,1,0,0
moving,0,1,0
much,4,4,4
museum,0,0,1
mystery,0,0,1
namibia,2,0,0
nap,2,0,0
napping,2,0,0
narrative,1,0,1
narrowed,0,0,1
nation,0,0,3
national,0,0,3
natural,2,0,0
nature,1,0,0
navigating,0,1,0
nearest,1,0,0
nearly,2,0,2
necessarily,0,1,0
need,1,0,0
needing,1,0,0
nesna,0,0,1
netflix,1,0,0
neuroscientist,1,0,0
never,1,1,2
new,1,6,2
next,0,1,0
niels,1,0,0
night,9,1,0
nocturnal,1,0,0
noise,0,0,1
none,0,0,1
normalisation,0,1,0
north,2,0,7
northern,1,0,1
norway,0,0,20
norwegian,0,0,4
note,1,2,0
nothing,0,0,1
notice,0,1,0
notification,0,1,0
nowhere,0,0,1
number,1,1,0
obstacle,0,0,3
occasionally,0,0,1
ocean,0,0,2
offering,1,0,0
office,0,2,0
offshore,0,0,1
often,1,1,0
olav,0,0,4
older,0,3,0
onboard,0,1,0
one,1,2,10
onward,0,0,1
open,0,0,1
opinion,1,0,0
opportunity,1,1,0
optimism,0,1,0
optimistic,0,1,0
oracle,0,1,0
organisation,0,2,0
ornithology,1,0,0
others,4,0,1
otherwise,0,0,1
ought,1,0,0
outcrop,0,0,2
outermost,0,0,1
outline,0,0,1
overall,0,1,0
overcame,0,0,1
overwhelmed,0,1,0
overwork,0,1,0
ownership,0,1,0
pace,0,1,0
painted,0,0,1
palace,0,0,2
pandemic,0,6,0
paper,1,0,0
paradox,1,0,0
park,0,0,1
participant,2,0,0
passage,0,0,1
passed,0,0,1
passing,0,0,2
passion,0,0,1
passionate,0,1,0
past,0,0,2
path,0,0,3
pattern,1,0,0
pay,0,3,0
peak,0,0,1
people,11,6,0
pepperdine,0,1,0
per,2,1,0
perfect,0,0,1
perfectly,0,0,1
perform,0,1,0
perhaps,0,1,1
perimeter,0,0,1
period,1,1,0
perk,1,0,0
perseverance,0,0,2
person,0,2,0
perspective,1,0,0
peter,0,1,0
phase,2,0,0
phone,0,1,0
phrase,0,0,1
pick,0,1,0
picture,1,0,0
piled,0,0,1
pilgrimage,0,0,2
pioneer,0,0,1
pivoting,0,1,0
pizza,0,1,0
place,0,0,5
plan,0,3,0
planck,1,0,0
planet,0,0,2
planning,0,1,0
plateau,0,0,1
platform,1,1,0
played,1,0,0
playing,0,0,1
point,2,2,2
poor,0,1,0
pope,0,0,1
popping,0,1,0
population,2,0,0
posed,0,0,1
position,0,1,0
positive,0,1,0
possible,2,0,1
potentially,0,1,0
power,0,2,0
predation,2,0,0
predator,4,0,0
predictive,1,0,0
presence,0,0,1
pressure,0,4,0
pressured,0,2,0
prevalence,1,0,0
prevent,0,1,0
price,0,2,0
primate,12,0,0
prisoner,0,0,1
probably,1,0,0
problem,2,3,0
problematise,1,0,0
procedure,1,0,0
productive,1,0,0
professional,0,4,0
professor,0,1,0
project,0,1,1
promoted,0,1,0
proportion,1,0,0
protection,1,0,0
protective,0,0,1
provide,1,0,0
provincial,0,0,1
proxy,1,0,0
psychology,0,1,0
psychotherapist,0,1,0
pulled,0,0,1
punishment,0,0,1
pursuing,0,1,0
pursuit,0,1,0
pushing,0,1,0
put,1,0,1
putting,0,2,0
queen,1,0,0
question,1,0,0
quickly,0,0,1
quiet,0,0,2
quite,1,0,0
rallying,0,0,1
ramification,0,1,0
range,0,0,1
rapid,1,0,0
rate,0,3,0
rather,0,2,0
rattenborg,3,0,0
read,1,0,0
realise,1,0,0
realised,0,1,0
really,3,0,0
reason,2,0,0
reasonable,0,1,0
recall,0,2,0
receded,0,0,1
received,0,1,0
receives,0,1,0
recently,0,1,0
recognised,0,1,0
record,1,0,0
recorded,1,0,0
recovery,0,1,0
relationship,0,1,0
relative,5,0,0
relatively,0,1,0
relax,0,1,0
release,1,0,0
released,0,1,0
rem,2,0,0
remains,0,0,1
reminder,0,0,1
remote,0,2,0
remotely,0,1,0
repetitive,0,1,0
report,1,2,0
reported,1,2,0
reporting,0,5,0
request,0,1,0
research,3,1,0
researcher,1,1,0
resembled,0,0,1
resembles,0,0,1
respectively,0,1,0
respond,0,1,0
respondent,1,3,0
rest,3,0,0
rested,1,0,0
retire,0,1,0
return,0,0,1
reveal,1,0,0
revealed,1,0,0
review,1,0,0
revolutionising,0,1,0
rewarded,0,1,0
rhythm,1,0,0
ridge,0,0,1
right,0,2,1
rise,1,1,1
rising,0,1,0
risk,1,0,0
rite,0,0,1
riven,0,0,1
road,0,0,27
roadside,0,0,1
rock,0,0,1
rocky,0,0,1
role,1,0,0
rolled,0,0,1
roof,0,0,1
room,0,1,0
rose,0,0,3
route,0,0,5
rugged,0,0,2
rural,0,0,1
safely,1,0,0
safety,6,0,0
said,2,2,2
sainthood,0,0,1
salary,0,1,0
saltstraumen,0,0,2
samson,17,0,0
san,2,0,0
sandnessjøen,0,0,2
savannah,1,0,0
say,23,19,0
scandinavian,0,0,2
science,0,1,0
scientist,2,0,0
screen,0,1,0
sea,0,0,1
see,1,3,3
seek,0,0,1
seem,1,3,0
seemed,0,0,2
seeming,0,0,1
seems,2,0,2
send,0,0,1
sense,2,0,1
sensor,1,0,0
sentiment,0,1,0
serene,0,0,1
series,0,0,1
service,0,1,0
set,0,1,1
setting,1,0,0
settling,0,0,1
seven,2,0,3
shade,0,0,1
shape,1,0,0
share,1,0,0
shared,1,0,0
sharing,2,0,0
shattered,0,0,1
sheer,0,0,1
shell,3,0,0
shelter,1,0,0
shield,0,0,1
shore,0,0,4
shoreline,0,0,1
short,1,0,1
shorter,1,0,0
shortest,0,0,1
shot,0,1,0
show,0,1,0
showed,1,7,0
showing,0,1,0
shown,1,0,0
side,0,3,3
sign,0,2,1
significant,0,1,0
similar,1,1,0
similarly,1,0,0
simple,1,0,0
since,0,1,1
single,0,0,1
sinuous,0,0,1
sister,0,0,1
site,0,0,1
six,0,0,2
size,1,0,0
sleep,61,0,0
sleeping,6,0,0
slept,6,0,0
slightly,0,1,0
sloth,3,0,0
small,0,0,1
smartphone,1,0,0
smoothed,0,0,1
snail,1,0,0
snoozing,1,0,0
social,3,2,0
society,5,0,0
sognefjellet,0,0,1
solution,2,0,1
something,2,2,3
sometime,0,0,1
sometimes,2,2,0
son,0,0,1
soon,0,0,1
sophistication,0,0,1
sound,1,0,0
spare,0,0,1
sparsely,0,0,1
speak,0,1,0
special,2,0,0
specialising,0,2,0
specie,1,0,0
specifically,1,0,0
spectacular,0,0,2
spend,4,1,0
spending,1,0,0
spent,2,0,0
spirit,0,0,1
spread,0,0,1
stage,0,2,0
standard,1,0,0
star,1,0,0
stared,0,0,1
stark,0,0,1
start,1,1,0
started,1,2,0
stay,1,5,0
stayed,1,0,0
steep,0,0,1
steeply,0,0,1
steinkjer,0,0,2
step,0,1,0
sticking,0,1,0
stiklestad,0,0,6
still,3,6,0
stilted,0,0,1
stokkvågen,0,0,1
stone,0,0,2
stop,0,0,1
stopped,0,0,1
story,5,0,5
strain,0,0,1
strait,0,0,1
strange,1,0,0
stress,2,0,0
stressed,0,2,0
stressor,0,4,0
stretch,0,0,1
strong,0,0,1
strongest,0,0,1
struggle,1,1,1
studied,1,0,0
study,11,1,0
studying,1,1,0
subplot,1,0,0
subsequently,0,1,0
suck,0,0,1
suddenly,1,0,0
suffering,0,0,1
suggests,1,1,0
summer,0,0,3
summit,0,0,2
sun,0,0,1
superpower,1,0,0
sure,1,0,0
surely,0,0,1
surface,0,0,1
surging,0,0,1
surprise,0,0,1
surprising,1,0,0
survey,1,4,0
suspect,1,0,0
svartisen,0,0,1
swept,0,0,1
syv,0,0,1
søstre,0,0,1
take,1,1,1
taken,0,1,0
talked,0,2,0
talking,1,0,1
tamarin,1,0,0
tamed,0,0,1
taming,0,0,1
tanzania,1,0,0
task,1,2,1
team,1,2,0
technically,2,0,0
tell,1,0,3
telling,1,1,1
temporary,1,0,0
term,0,1,0
terrain,0,0,1
text,0,1,0
therefore,0,0,1
thing,2,3,0
think,7,0,1
though,1,2,0
threat,4,0,0
threatens,0,0,1
three,2,0,0
throughout,1,0,0
tidal,0,0,1
tie,1,0,0
time,7,5,8
timed,1,0,0
tiny,0,0,2
tired,0,1,0
today,2,0,0
together,2,0,0
told,0,0,3
toll,0,1,0
tomb,0,0,1
tomorrow,0,1,0
tongue,0,0,1
torghatten,0,0,1
toronto,1,0,0
total,1,0,0
towards,0,1,1
town,0,0,6
tracing,0,0,1
traded,2,0,0
traffic,0,0,1
transitioned,1,0,0
travelling,0,0,1
tree,3,0,1
trend,0,1,0
trip,0,0,3
triumph,0,0,2
troll,0,0,3
trondheim,0,0,1
trouble,0,1,0
true,0,0,1
trying,2,0,0
tsimane,3,0,0
tunnel,0,0,5
turn,1,0,0
turned,0,0,1
turning,0,0,1
twig,1,0,0
two,0,1,2
type,1,0,0
typical,2,0,0
understanding,1,1,0
understood,0,0,1
unemployed,0,0,2
unfurls,0,0,1
unified,0,0,1
unify,0,0,1
unique,0,2,0
united,0,0,1
university,3,1,0
unless,0,0,1
unloaded,0,0,1
unrealistic,0,1,0
unseen,0,0,1
unusual,1,0,0
unwind,0,2,0
upon,0,0,1
use,0,1,0
used,0,0,1
various,3,0,0
vast,0,0,1
vertigo,0,0,1
via,0,1,0
view,0,0,2
viking,0,0,2
village,0,0,2
visiting,0,1,0
visser,0,0,1
vivid,1,0,0
volume,0,2,0
wa,3,4,22
wait,0,0,1
waited,0,0,1
wake,1,0,0
wall,1,0,2
want,0,8,1
war,0,0,1
warm,1,0,0
watch,1,0,0
watched,0,0,1
watching,0,0,1
water,0,0,10
waterfall,0,0,1
way,3,1,4
wear,1,0,0
weaving,0,0,2
website,0,1,0
week,1,1,0
weekend,0,1,0
weird,1,0,0
well,2,1,1
wellness,0,1,0
went,0,0,1
west,2,0,0
whatever,0,1,0
whereas,0,0,1
whether,1,0,1
whirlpool,0,0,1
widespread,0,1,0
wild,4,0,0
wilder,0,0,1
wildly,0,0,1
willing,0,1,0
willingness,0,1,0
wish,1,0,0
within,1,1,1
without,1,0,0
wonder,0,0,1
wooden,0,0,2
work,1,21,2
worked,1,3,0
worker,0,16,0
workforce,0,1,0
working,1,19,0
workplace,0,4,0
world,0,4,6
worried,0,1,0
worrying,0,1,0
worst,0,1,0
worthwhile,0,1,0
would,4,1,2
wrap,0,0,1
year,2,5,2
yes,0,2,0
yet,2,3,2
yetish,11,0,0
young,0,5,0
younger,0,1,0
youngest,0,1,0
youth,0,0,1
zers,0,2,0
zone,0,1,0
zoo,1,0,0
zoom,0,1,0
